speaker1,speaker2,1,2,3,4,5,6,7,8,9
Jan,Michael,61,447,436,369,58,0,0,0,0
Jan,Oscar,0,0,0,13,12,0,0,0,0
Jan,Pam,11,50,37,110,0,0,0,0,43
Jan,Phyllis,0,25,4,0,0,0,0,0,0
Jan,Ryan,0,0,0,20,0,0,0,0,0
Jan,Stanley,0,0,0,0,6,0,0,0,0
Jan,Toby,0,6,33,2,0,0,0,0,0
Jan,Todd Packer,0,4,0,0,0,0,0,0,0
Jessica,Jim,0,0,0,0,0,0,0,11,0
Jessica,Kelly,0,0,0,0,0,0,0,6,0
Jessica,Kevin,0,0,0,0,0,0,0,19,0
Jessica,Meredith,0,0,0,0,0,0,0,7,0
Jessica,Nate,0,0,0,0,0,0,0,4,0
Jessica,Oscar,0,0,0,0,0,0,0,6,0
Jessica,Phyllis,0,0,0,0,0,0,0,10,0
Jessica,Stanley,0,0,0,0,0,0,0,4,0
Jessica,Val,0,0,0,0,0,0,0,9,0
Jim,Jo,0,0,0,0,0,40,52,0,0
Jim,Josh,0,0,42,0,0,0,0,0,0
Jim,Karen,0,0,364,28,0,0,0,0,0
Jim,Katy,28,31,0,0,0,0,0,0,0
Jim,Kelly,0,79,28,33,125,95,106,96,0
Jim,Kevin,21,81,117,76,159,215,177,221,117
Jim,Meredith,0,19,16,42,58,113,78,86,99
Jim,Michael,137,616,459,677,821,1277,491,0,0
Jim,Mr. Brown,3,0,0,0,0,0,0,0,0
Jim,Nate,0,0,0,0,0,0,13,7,0
Jim,Nellie,0,0,0,0,0,0,0,204,41
Jim,Oscar,21,71,14,62,138,147,132,194,87
Jim,Pam,199,700,369,517,711,856,571,538,761
Jim,Pete,0,0,0,0,0,0,0,0,42
Jim,Phyllis,0,72,31,65,101,204,108,190,104
Jim,Robert California,0,0,0,0,0,0,0,222,0
Jim,Roy,61,64,14,0,0,0,0,0,0
Jim,Ryan,19,103,81,80,53,98,102,180,0
Jim,Stanley,12,60,23,56,99,130,72,161,86
Jim,Susan,0,0,0,0,0,0,0,21,0
