speaker1,speaker2,line_count,word_count,scene_count,season,episode
Andy,Stanley,2,13,1,5,4
Angela,Creed,3,15,1,5,4
Angela,Dwight,2,18,1,5,4
Angela,Jan,16,154,3,5,4
Angela,Kelly,4,36,2,5,4
Angela,Kevin,4,40,1,5,4
Angela,Meredith,3,38,1,5,4
Angela,Michael,17,294,3,5,4
Angela,Oscar,4,30,2,5,4
Angela,Phyllis,4,43,1,5,4
Angela,Stanley,2,9,1,5,4
Creed,Jan,7,70,1,5,4
Creed,Kelly,3,18,1,5,4
Creed,Michael,3,51,1,5,4
Creed,Oscar,3,11,1,5,4
Creed,Stanley,3,12,1,5,4
Darryl,Michael,18,141,1,5,4
Dwight,Jan,10,64,3,5,4
Dwight,Jim,15,55,2,5,4
Dwight,Kelly,2,19,1,5,4
Dwight,Kevin,4,38,1,5,4
Dwight,Michael,61,406,5,5,4
Dwight,Oscar,2,20,1,5,4
Dwight,Pam,11,157,1,5,4
Holly,Jan,12,69,2,5,4
Holly,Michael,15,230,3,5,4
Jan,Jim,5,13,1,5,4
Jan,Kelly,9,91,2,5,4
Jan,Kevin,5,40,1,5,4
Jan,Michael,58,673,8,5,4
Jan,Oscar,9,85,2,5,4
Jan,Stanley,6,64,1,5,4
Jim,Pam,47,501,3,5,4
Kelly,Kevin,4,41,1,5,4
Kelly,Michael,11,133,2,5,4
Kelly,Oscar,4,34,2,5,4
Kelly,Stanley,2,12,1,5,4
Kevin,Michael,11,101,1,5,4
Kevin,Oscar,6,68,2,5,4
Kevin,Phyllis,4,34,1,5,4
Meredith,Michael,5,129,1,5,4
Meredith,Phyllis,3,7,1,5,4
Michael,Oscar,11,127,2,5,4
Michael,Phyllis,10,188,2,5,4
Michael,Stanley,2,45,1,5,4
Oscar,Phyllis,4,46,1,5,4
Oscar,Stanley,2,5,1,5,4
Andy,Angela,10,68,2,5,5
Andy,Bob Vance,11,32,1,5,5
Andy,David Wallace,4,14,1,5,5
Andy,Dwight,15,120,3,5,5
Andy,Michael,20,180,1,5,5
Andy,Phyllis,3,16,1,5,5
Andy,Stanley,3,21,1,5,5
Angela,Bob Vance,11,26,1,5,5
Angela,David Wallace,4,8,1,5,5
Angela,Dwight,16,109,3,5,5
Angela,Kevin,3,30,1,5,5
Angela,Michael,20,174,1,5,5
Angela,Oscar,3,23,1,5,5
Angela,Phyllis,3,10,1,5,5
Angela,Stanley,3,15,1,5,5
Bob Vance,David Wallace,14,47,2,5,5
Bob Vance,Dwight,17,59,2,5,5
Bob Vance,Guy in audience,3,3,1,5,5
Bob Vance,Michael,33,224,2,5,5
Bob Vance,Oscar,2,3,1,5,5
Bob Vance,Phyllis,12,27,2,5,5
Bob Vance,Stanley,10,29,1,5,5
Creed,Darryl,4,23,1,5,5
Creed,Jim,2,6,1,5,5
Creed,Michael,5,232,1,5,5
Creed,Phyllis,2,12,1,5,5
Darryl,Jim,14,64,2,5,5
Darryl,Michael,7,247,1,5,5
Darryl,Phyllis,4,27,1,5,5
Darryl,Roy,10,48,1,5,5
David Wallace,Dwight,11,64,2,5,5
David Wallace,Guy in audience,4,26,1,5,5
David Wallace,Michael,27,229,2,5,5
David Wallace,Oscar,3,26,1,5,5
David Wallace,Phyllis,6,32,2,5,5
David Wallace,Stanley,3,11,1,5,5
Dwight,Guy in audience,3,14,1,5,5
Dwight,Holly,5,62,1,5,5
Dwight,Jim,2,38,1,5,5
Dwight,Michael,36,292,3,5,5
Dwight,Oscar,2,14,1,5,5
Dwight,Phyllis,44,377,6,5,5
Dwight,Stanley,7,35,1,5,5
Guy in audience,Michael,7,37,1,5,5
Guy in audience,Oscar,3,4,1,5,5
Guy in audience,Phyllis,3,4,1,5,5
Holly,Jim,5,34,1,5,5
Holly,Michael,67,446,6,5,5
Holly,Oscar,2,25,1,5,5
Jim,Man on phone,4,40,1,5,5
Jim,Michael,17,434,3,5,5
Jim,Oscar,2,37,1,5,5
Jim,Pam,7,50,1,5,5
Jim,Phyllis,6,50,2,5,5
Jim,Roy,27,141,2,5,5
Kevin,Michael,6,60,1,5,5
Kevin,Oscar,4,27,1,5,5
Man on phone,Pam,5,26,1,5,5
Michael,Oscar,12,239,2,5,5
Michael,Pam,4,12,2,5,5
Michael,Phyllis,38,650,4,5,5
Michael,Stanley,19,177,1,5,5
Oscar,Phyllis,6,65,2,5,5
Pam,Receptionist,2,5,1,5,5
Phyllis,Stanley,2,13,1,5,5
Andy,Creed,7,64,1,5,6
Andy,Dwight,68,731,6,5,6
Andy,Jim,7,38,1,5,6
Andy,Meredith,7,73,1,5,6
Andy,Pam,5,30,1,5,6
Andy,Phyllis,4,68,1,5,6
Andy,Ryan,4,69,1,5,6
Andy,Stanley,7,80,1,5,6
Creed,Dwight,4,28,1,5,6
Creed,Kevin,2,16,1,5,6
Creed,Meredith,2,33,1,5,6
Creed,Oscar,2,10,1,5,6
Darryl,Holly,36,254,6,5,6
Darryl,Michael,75,741,9,5,6
Dwight,Meredith,4,37,1,5,6
Dwight,Phyllis,7,80,1,5,6
Dwight,Ryan,7,81,1,5,6
Dwight,Stanley,6,31,1,5,6
Holly,Michael,72,716,9,5,6
Jim,Michael,5,45,2,5,6
Jim,Pam,38,327,5,5,6
Jim,Pete Halpert,25,228,3,5,6
Jim,Tom,22,181,3,5,6
Kelly,Phyllis,8,67,1,5,6
Kelly,Ryan,8,63,1,5,6
Kevin,Oscar,2,10,1,5,6
Pam,Pete Halpert,29,266,4,5,6
Pam,Tom,29,234,5,5,6
Pete Halpert,Tom,26,250,4,5,6
Phyllis,Ryan,8,51,2,5,6
Alex,Jim,16,288,2,5,7
Alex,Pam,23,363,2,5,7
Andy,Angela,18,224,2,5,7
Andy,Dwight,12,173,1,5,7
Andy,Jim,17,145,2,5,7
Andy,Kelly,5,38,1,5,7
Andy,Kevin,4,20,1,5,7
Andy,Michael,13,99,1,5,7
Andy,Mother,6,22,1,5,7
Andy,Pam,9,81,1,5,7
Angela,Dwight,7,119,1,5,7
Customer,Dwight,9,62,1,5,7
Dwight,Jim,128,915,9,5,7
Dwight,Kelly,27,304,2,5,7
Dwight,Michael,84,768,5,5,7
Dwight,Pam,32,251,3,5,7
Jim,Kelly,35,290,4,5,7
Jim,Kevin,4,23,1,5,7
Jim,Michael,93,857,6,5,7
Jim,Mother,6,25,1,5,7
Jim,Pam,85,686,10,5,7
Jim,Ryan,14,160,1,5,7
Kelly,Kevin,5,40,1,5,7
Kelly,Michael,38,487,3,5,7
Kelly,Mother,7,42,1,5,7
Kelly,Pam,14,126,2,5,7
Kevin,Michael,13,101,1,5,7
Kevin,Mother,6,24,1,5,7
Michael,Mother,15,103,1,5,7
Michael,Pam,5,26,1,5,7
Pam,Ryan,7,112,1,5,7
Andy,Angela,33,222,2,5,8
Andy,Beth,12,53,1,5,8
Andy,Concierge Marie,19,141,2,5,8
Andy,Dwight,29,256,2,5,8
Andy,Guy at table,10,75,1,5,8
Andy,Guy s05e08,8,70,1,5,8
Andy,Meredith,6,49,1,5,8
Andy,Michael,77,597,5,5,8
Andy,Oscar,105,773,9,5,8
Andy,Stewardess,9,34,1,5,8
Angela,Dwight,16,84,2,5,8
Angela,Meredith,4,22,1,5,8
Angela,Michael,13,82,1,5,8
Angela,Oscar,23,148,2,5,8
Beth,Michael,19,228,1,5,8
Beth,Oscar,7,45,1,5,8
Beth,Stewardess,5,37,1,5,8
Client,Michael,4,57,1,5,8
Concierge Marie,Michael,32,250,4,5,8
Concierge Marie,Oscar,12,81,2,5,8
Creed,Jim,2,8,1,5,8
Creed,Kevin,2,5,1,5,8
David Wallace,Michael,32,350,3,5,8
Dwight,Jim,14,95,2,5,8
Dwight,Meredith,15,133,2,5,8
Dwight,Michael,16,133,1,5,8
Dwight,Oscar,19,182,2,5,8
Dwight,Pam,7,113,1,5,8
Dwight,Phyllis,7,57,1,5,8
Dwight,Stanley,8,58,1,5,8
Guy at table,Guy s05e08,4,15,1,5,8
Guy at table,Oscar,5,19,1,5,8
Guy s05e08,Oscar,3,14,1,5,8
Jim,Kevin,4,17,2,5,8
Jim,Meredith,5,21,1,5,8
Jim,Michael,8,76,1,5,8
Jim,Pam,26,244,2,5,8
Jim,Phyllis,4,18,1,5,8
Jim,Stanley,5,19,1,5,8
Kelly,Ryan,27,242,4,5,8
Meredith,Michael,16,132,2,5,8
Meredith,Oscar,3,19,1,5,8
Meredith,Phyllis,3,9,1,5,8
Meredith,Stanley,4,10,1,5,8
Michael,Oscar,62,495,5,5,8
Michael,Stewardess,16,209,1,5,8
Oscar,Stewardess,4,26,1,5,8
Phyllis,Stanley,5,14,2,5,8
Andy,Angela,3,18,1,5,9
Andy,Creed,2,45,1,5,9
Andy,Jim,11,117,2,5,9
Andy,Kevin,4,49,1,5,9
Andy,Meredith,4,26,1,5,9
Andy,Oscar,5,65,1,5,9
Andy,Pam,5,48,1,5,9
Andy,Phyllis,4,42,1,5,9
Angela,Dwight,3,41,1,5,9
Angela,Jim,8,73,1,5,9
Angela,Kelly,3,37,1,5,9
Angela,Kevin,2,18,1,5,9
Angela,Meredith,3,16,1,5,9
Angela,Michael,11,120,1,5,9
Angela,Oscar,4,55,1,5,9
Angela,Pam,4,38,1,5,9
Angela,Ryan,2,21,1,5,9
Angela,Toby,2,19,1,5,9
Creed,Jim,5,53,1,5,9
Creed,Phyllis,4,37,1,5,9
David Wallace,Dwight,8,53,1,5,9
David Wallace,Michael,22,159,2,5,9
Dwight,Jim,9,80,1,5,9
Dwight,Kelly,14,96,2,5,9
Dwight,Kevin,3,25,1,5,9
Dwight,Michael,96,836,7,5,9
Dwight,Pam,3,40,1,5,9
Dwight,Police Officer 1,20,151,2,5,9
Dwight,Police Officer 2,15,120,1,5,9
Dwight,Ryan,17,115,2,5,9
Dwight,Toby,38,281,3,5,9
Jim,Kelly,9,76,1,5,9
Jim,Kevin,12,103,2,5,9
Jim,Michael,27,282,2,5,9
Jim,Pam,31,381,4,5,9
Jim,Phyllis,7,50,1,5,9
Jim,Ryan,8,60,1,5,9
Jim,Toby,8,58,1,5,9
Kelly,Kevin,3,21,1,5,9
Kelly,Michael,27,245,3,5,9
Kelly,Ryan,21,212,3,5,9
Kelly,Toby,8,46,2,5,9
Kevin,Michael,11,104,1,5,9
Kevin,Ryan,2,5,1,5,9
Kevin,Toby,2,3,1,5,9
Leo,Michael,9,83,1,5,9
Leo,Vance Refrigeration Guy,7,54,1,5,9
Leo,Vance Refrigeration guy,5,19,1,5,9
Meredith,Oscar,5,63,1,5,9
Meredith,Pam,5,46,1,5,9
Michael,Pam,11,160,1,5,9
Michael,Police Officer 1,23,187,1,5,9
Michael,Police Officer 2,21,202,1,5,9
Michael,Ryan,28,254,2,5,9
Michael,Toby,77,727,5,5,9
Michael,Vance Refrigeration Guy,10,105,1,5,9
Michael,Vance Refrigeration guy,8,70,1,5,9
Oscar,Pam,6,85,1,5,9
Pam,Police Officer 1,4,22,1,5,9
Pam,Ryan,11,132,1,5,9
Police Officer 1,Police Officer 2,14,71,1,5,9
Police Officer 1,Toby,23,138,1,5,9
Police Officer 2,Toby,21,153,1,5,9
Ryan,Toby,11,65,2,5,9
Vance Refrigeration Guy,Vance Refrigeration guy,6,41,1,5,9
Andy,Angela,38,298,6,5,10
Andy,Dwight,43,575,5,5,10
Angela,Dwight,51,586,5,5,10
Creed,Jim,2,11,1,5,10
Creed,Meredith,2,15,1,5,10
Creed,Michael,3,29,1,5,10
Creed,Oscar,2,11,1,5,10
David Wallace,Michael,12,129,1,5,10
Hank,Michael,27,251,1,5,10
Hank,Pam,15,129,1,5,10
Jim,Kelly,2,10,1,5,10
Jim,Kevin,7,51,2,5,10
Jim,Meredith,2,16,1,5,10
Jim,Michael,60,491,6,5,10
Jim,Oscar,30,208,5,5,10
Jim,Pam,62,386,8,5,10
Jim,Phyllis,6,31,2,5,10
Jim,Stanley,8,50,3,5,10
Jim,Toby,3,37,1,5,10
Kelly,Kevin,2,21,1,5,10
Kelly,Michael,9,50,1,5,10
Kelly,Pam,3,21,1,5,10
Kelly,Phyllis,2,10,1,5,10
Kelly,Stanley,2,12,1,5,10
Kevin,Michael,24,265,2,5,10
Kevin,Oscar,9,67,1,5,10
Kevin,Pam,9,63,2,5,10
Kevin,Phyllis,5,26,2,5,10
Kevin,Stanley,5,32,2,5,10
Meredith,Michael,3,34,1,5,10
Meredith,Oscar,2,16,1,5,10
Michael,Oscar,84,932,8,5,10
Michael,Pam,122,959,9,5,10
Michael,Phyllis,23,245,2,5,10
Michael,Stanley,34,404,4,5,10
Michael,Toby,9,126,1,5,10
Oscar,Pam,43,337,6,5,10
Oscar,Phyllis,8,58,1,5,10
Oscar,Stanley,15,138,3,5,10
Oscar,Toby,5,71,1,5,10
Pam,Phyllis,8,43,2,5,10
Pam,Stanley,20,154,4,5,10
Pam,Toby,10,102,1,5,10
Phyllis,Stanley,4,12,2,5,10
Stanley,Toby,3,34,1,5,10
Andy,Angela,6,167,2,5,11
Andy,Jim,9,69,2,5,11
Andy,Pam,3,47,1,5,11
Angela,Dwight,4,67,1,5,11
Angela,Jim,3,30,1,5,11
Angela,Pam,2,25,1,5,11
Angela,Phyllis,22,251,5,5,11
Creed,Dwight,6,54,1,5,11
Creed,Jim,3,35,1,5,11
Creed,Michael,5,68,1,5,11
Creed,Stanley,2,10,1,5,11
Creed,Toby,2,15,1,5,11
Darryl,Dwight,9,44,1,5,11
Darryl,Toby,14,143,1,5,11
Dwight,Guy buying doll,4,13,1,5,11
Dwight,Guy s05e11,6,24,1,5,11
Dwight,Jim,24,270,6,5,11
Dwight,Kelly,2,13,1,5,11
Dwight,Kevin,5,49,2,5,11
Dwight,Meredith,10,60,3,5,11
Dwight,Michael,32,568,5,5,11
Dwight,Oscar,2,9,1,5,11
Dwight,Phyllis,5,53,1,5,11
Dwight,Stanley,6,48,1,5,11
Dwight,Toby,21,210,4,5,11
Guy buying doll,Guy s05e11,4,17,1,5,11
Jim,Kevin,2,6,1,5,11
Jim,Meredith,4,26,1,5,11
Jim,Michael,34,311,5,5,11
Jim,Oscar,7,52,1,5,11
Jim,Pam,13,84,3,5,11
Jim,Stanley,3,29,1,5,11
Jim,Toby,5,55,2,5,11
Kelly,Kevin,3,48,1,5,11
Kelly,Meredith,4,14,1,5,11
Kelly,Michael,9,253,1,5,11
Kelly,Oscar,2,14,1,5,11
Kelly,Toby,2,22,1,5,11
Kevin,Meredith,9,74,2,5,11
Kevin,Michael,18,371,2,5,11
Kevin,Oscar,3,44,1,5,11
Kevin,Toby,5,77,2,5,11
Meredith,Michael,75,870,7,5,11
Meredith,Oscar,4,10,1,5,11
Meredith,Rehab Nurse,13,155,1,5,11
Meredith,Toby,8,63,2,5,11
Michael,Oscar,19,335,2,5,11
Michael,Phyllis,3,27,1,5,11
Michael,Rehab Nurse,11,67,1,5,11
Michael,Stanley,5,62,1,5,11
Michael,Toby,24,452,4,5,11
Oscar,Toby,2,18,1,5,11
Phyllis,Stanley,5,37,2,5,11
Sasha,Toby,3,34,1,5,11
Stanley,Toby,2,9,1,5,11
Andy,Angela,31,246,4,5,12
Andy,Creed,20,135,1,5,12
Andy,Dwight,87,713,7,5,12
Andy,Jim,70,565,7,5,12
Andy,Kevin,10,104,2,5,12
Andy,Meredith,8,52,2,5,12
Andy,Michael,44,361,4,5,12
Andy,Oscar,24,160,2,5,12
Andy,Pam,11,137,2,5,12
Angela,Dwight,19,226,4,5,12
Angela,Jim,4,38,1,5,12
Angela,Kelly,2,20,1,5,12
Angela,Kevin,9,101,3,5,12
Angela,Meredith,7,44,3,5,12
Angela,Oscar,8,72,3,5,12
Angela,Pam,3,23,1,5,12
Creed,Dwight,21,141,2,5,12
Creed,Jim,6,37,1,5,12
Creed,Kelly,2,15,1,5,12
Creed,Oscar,4,24,2,5,12
Creed,Pam,2,4,1,5,12
Creed,Phyllis,3,15,1,5,12
Creed,Stanley,2,4,1,5,12
David Wallace,Michael,15,329,3,5,12
Dwight,Jim,75,560,9,5,12
Dwight,Kelly,7,126,2,5,12
Dwight,Kevin,8,130,2,5,12
Dwight,Meredith,14,173,4,5,12
Dwight,Michael,41,225,4,5,12
Dwight,Oscar,39,348,6,5,12
Dwight,Pam,6,43,2,5,12
Dwight,Phyllis,7,29,2,5,12
Dwight,Stanley,6,20,2,5,12
Jim,Kevin,14,71,2,5,12
Jim,Meredith,7,58,2,5,12
Jim,Michael,50,289,5,5,12
Jim,Oscar,16,123,4,5,12
Jim,Pam,11,62,1,5,12
Jim,Phyllis,2,20,1,5,12
Jim,Stanley,2,22,1,5,12
Kelly,Kevin,2,17,1,5,12
Kelly,Meredith,2,15,1,5,12
Kelly,Oscar,4,53,2,5,12
Kelly,Pam,2,17,1,5,12
Kelly,Phyllis,3,28,1,5,12
Kelly,Stanley,2,17,1,5,12
Kevin,Meredith,5,29,2,5,12
Kevin,Michael,9,33,1,5,12
Kevin,Oscar,9,109,3,5,12
Kevin,Pam,7,38,1,5,12
Meredith,Oscar,5,34,2,5,12
Meredith,Pam,3,18,1,5,12
Michael,Oscar,16,107,2,5,12
Michael,Pam,12,93,2,5,12
Michael,Phyllis,7,45,1,5,12
Michael,Stanley,7,47,1,5,12
Oscar,Pam,2,20,1,5,12
Oscar,Phyllis,6,40,2,5,12
Oscar,Stanley,5,31,2,5,12
Pam,Phyllis,3,17,1,5,12
Pam,Stanley,2,6,1,5,12
Phyllis,Stanley,5,23,2,5,12
Andy,Creed,3,15,1,5,13
Andy,Kevin,6,69,2,5,13
Andy,Oscar,2,51,1,5,13
Andy,Phyllis,4,21,1,5,13
Andy,Stanley,7,53,2,5,13
Angela,Jim,11,233,3,5,13
Angela,Kelly,2,7,1,5,13
Angela,Kevin,13,145,3,5,13
Angela,Meredith,3,14,1,5,13
Angela,Oscar,2,6,1,5,13
Angela,Pam,4,62,2,5,13
Angela,Phyllis,2,8,1,5,13
Creed,Phyllis,3,12,1,5,13
Creed,Stanley,3,11,1,5,13
David Wallace,Dwight,4,30,1,5,13
David Wallace,Michael,20,244,2,5,13
Dwight,Jim,19,187,2,5,13
Dwight,Linda,4,40,1,5,13
Dwight,Michael,142,1419,10,5,13
Dwight,Pam,11,116,1,5,13
Dwight,Phyllis,5,29,1,5,13
Dwight,Prince,3,36,1,5,13
Dwight,Prince Granddaughter,10,98,2,5,13
Dwight,Prince Grandfather,36,389,4,5,13
Dwight,Prince Grandmother,10,65,2,5,13
Dwight,Prince Son,5,74,1,5,13
Dwight,Stanley,5,28,1,5,13
Entire Prince family,Michael,9,109,1,5,13
Entire Prince family,Prince Grandfather,8,46,1,5,13
Jim,Kelly,4,110,1,5,13
Jim,Kevin,18,264,3,5,13
Jim,Meredith,6,78,1,5,13
Jim,Michael,11,98,1,5,13
Jim,Oscar,4,109,1,5,13
Jim,Pam,9,101,3,5,13
Jim,Phyllis,10,107,2,5,13
Jim,Stanley,5,34,1,5,13
Kelly,Kevin,4,40,1,5,13
Kelly,Oscar,2,7,1,5,13
Kevin,Meredith,8,37,1,5,13
Kevin,Oscar,6,67,2,5,13
Kevin,Pam,11,90,3,5,13
Kevin,Phyllis,7,31,1,5,13
Kevin,Stanley,3,39,1,5,13
Linda,Michael,8,131,1,5,13
Linda,Prince,3,22,1,5,13
Linda,Prince Granddaughter,5,21,1,5,13
Linda,Prince Grandmother,3,18,1,5,13
Meredith,Pam,3,17,1,5,13
Meredith,Phyllis,3,14,1,5,13
Michael,Pam,14,93,2,5,13
Michael,Prince,7,127,1,5,13
Michael,Prince Granddaughter,14,152,2,5,13
Michael,Prince Grandfather,50,484,5,5,13
Michael,Prince Grandmother,13,163,2,5,13
Michael,Prince Son,5,37,1,5,13
Pam,Phyllis,2,11,1,5,13
Phyllis,Stanley,6,26,2,5,13
Prince,Prince Granddaughter,4,17,1,5,13
Prince,Prince Grandmother,2,14,1,5,13
Prince Granddaughter,Prince Grandfather,3,14,1,5,13
Prince Granddaughter,Prince Grandmother,4,13,1,5,13
Prince Granddaughter,Prince Son,2,17,1,5,13
Prince Grandfather,Prince Grandmother,4,41,1,5,13
Prince Grandfather,Prince Son,3,25,1,5,13
Andy,Angela,25,152,2,5,14
Andy,CPR Trainer,4,64,1,5,14
Andy,Creed,15,121,2,5,14
Andy,Dwight,42,416,2,5,14
Andy,Jim,28,246,5,5,14
Andy,Kelly,4,58,1,5,14
Andy,Kevin,14,114,2,5,14
Andy,Lily,2,45,1,5,14
Andy,Michael,46,563,4,5,14
Andy,Oscar,12,59,1,5,14
Andy,Pam,20,125,3,5,14
Andy,Phyllis,17,120,2,5,14
Andy,Rose,11,163,1,5,14
Andy,Sam,2,74,1,5,14
Andy,Stanley,19,136,3,5,14
Angela,CPR Trainer,7,26,1,5,14
Angela,Creed,16,73,2,5,14
Angela,Dwight,46,439,3,5,14
Angela,Jim,21,88,2,5,14
Angela,Kelly,7,20,1,5,14
Angela,Kevin,15,66,2,5,14
Angela,Michael,46,476,4,5,14
Angela,Oscar,10,49,1,5,14
Angela,Pam,11,53,1,5,14
Angela,Phyllis,20,107,3,5,14
Angela,Rose,14,125,1,5,14
Angela,Stanley,18,76,2,5,14
CPR Trainer,Creed,3,26,1,5,14
CPR Trainer,Dwight,11,81,2,5,14
CPR Trainer,Jim,3,14,1,5,14
CPR Trainer,Kelly,2,8,1,5,14
CPR Trainer,Kevin,6,35,2,5,14
CPR Trainer,Michael,24,263,2,5,14
CPR Trainer,Phyllis,6,32,2,5,14
CPR Trainer,Rose,9,113,1,5,14
CPR Trainer,Stanley,9,50,2,5,14
CPR trainer,Dwight,2,20,1,5,14
CPR trainer,Michael,3,32,1,5,14
Creed,Dwight,37,370,3,5,14
Creed,Jim,15,77,3,5,14
Creed,Kelly,3,20,1,5,14
Creed,Kevin,9,64,3,5,14
Creed,Michael,32,291,2,5,14
Creed,Oscar,8,51,2,5,14
Creed,Pam,8,38,2,5,14
Creed,Phyllis,11,59,3,5,14
Creed,Rose,10,125,1,5,14
Creed,Stanley,8,45,2,5,14
Darryl,Michael,10,69,1,5,14
Darryl,Warehouse Michael,6,58,1,5,14
David Wallace,Dwight,23,236,2,5,14
David Wallace,Lawyer,10,86,1,5,14
David Wallace,Michael,26,248,2,5,14
Dwight,Jim,49,498,5,5,14
Dwight,Kelly,8,60,1,5,14
Dwight,Kevin,39,385,4,5,14
Dwight,Lawyer,13,120,1,5,14
Dwight,Michael,140,1768,12,5,14
Dwight,Oscar,33,338,3,5,14
Dwight,Pam,35,331,4,5,14
Dwight,Phyllis,51,541,7,5,14
Dwight,Rose,15,165,1,5,14
Dwight,Stanley,39,360,3,5,14
Jessica Alba,Lily,4,26,1,5,14
Jessica Alba,Sam,4,20,1,5,14
Jim,Kelly,3,8,1,5,14
Jim,Kevin,16,94,4,5,14
Jim,Meredith,2,7,1,5,14
Jim,Michael,67,834,6,5,14
Jim,Oscar,16,93,3,5,14
Jim,Pam,44,380,10,5,14
Jim,Phyllis,20,100,5,5,14
Jim,Rose,10,113,1,5,14
Jim,Stanley,22,107,3,5,14
Kelly,Kevin,2,9,1,5,14
Kelly,Michael,24,422,3,5,14
Kelly,Oscar,3,16,1,5,14
Kelly,Phyllis,2,4,1,5,14
Kelly,Rose,9,107,1,5,14
Kelly,Stanley,4,17,1,5,14
Kevin,Meredith,2,12,1,5,14
Kevin,Michael,52,577,4,5,14
Kevin,Oscar,8,64,2,5,14
Kevin,Pam,10,64,3,5,14
Kevin,Phyllis,16,97,5,5,14
Kevin,Rose,9,114,1,5,14
Kevin,Stanley,21,115,4,5,14
Lawyer,Michael,16,110,1,5,14
Lily,Sam,12,188,4,5,14
Meredith,Michael,18,255,2,5,14
Meredith,Pam,2,5,1,5,14
Meredith,Phyllis,2,8,1,5,14
Meredith,Stanley,9,44,1,5,14
Michael,Oscar,27,545,3,5,14
Michael,Pam,40,678,4,5,14
Michael,Phyllis,60,723,6,5,14
Michael,Rose,24,284,1,5,14
Michael,Stanley,68,671,6,5,14
Michael,Warehouse Michael,6,41,1,5,14
Oscar,Pam,14,86,3,5,14
Oscar,Phyllis,10,64,2,5,14
Oscar,Stanley,5,24,1,5,14
Pam,Phyllis,14,70,4,5,14
Pam,Stanley,15,73,2,5,14
Phyllis,Rose,9,109,1,5,14
Phyllis,Stanley,24,119,4,5,14
Rose,Stanley,11,122,1,5,14
Andy,Creed,7,98,1,5,16
Andy,Julia,30,420,4,5,16
Andy,Oscar,5,59,1,5,16
Andy,Phyllis,5,28,1,5,16
Andy,Stanley,18,269,4,5,16
Creed,Jim,4,21,1,5,16
Creed,Oscar,4,53,1,5,16
Dwight,Jim,47,383,5,5,16
Dwight,Kelly,12,99,2,5,16
Dwight,Phyllis,2,17,1,5,16
Jim,Kelly,12,107,2,5,16
Jim,Michael,13,206,1,5,16
Jim,Pam,6,54,1,5,16
Jim,Phyllis,3,16,1,5,16
Julia,Phyllis,3,14,1,5,16
Julia,Stanley,7,77,3,5,16
Karen,Mark Baldy,5,30,1,5,16
Karen,Michael,43,670,4,5,16
Karen,Pam,26,172,2,5,16
Karen,Rolando,6,37,1,5,16
Kelly,Phyllis,3,14,1,5,16
Mark Baldy,Michael,8,169,1,5,16
Michael,Pam,77,1013,8,5,16
Michael,Rolando,9,133,1,5,16
Pam,Rolando,5,29,1,5,16
Phyllis,Stanley,3,16,1,5,16
AJ,Man s05e17,8,43,1,5,17
AJ,Michael,18,286,1,5,17
AJ,Pam,11,125,1,5,17
AJ,Woman s05e17,8,43,1,5,17
Angela,Creed,8,105,1,5,17
Angela,Kevin,27,355,5,5,17
Angela,Meredith,19,249,3,5,17
Angela,Oscar,24,341,5,5,17
Creed,Dwight,10,74,1,5,17
Creed,Jim,10,74,1,5,17
Creed,Kelly,8,51,1,5,17
Creed,Kevin,7,45,2,5,17
Creed,Meredith,8,30,2,5,17
Creed,Oscar,5,31,2,5,17
Creed,Stanley,2,14,1,5,17
Dwight,Jim,64,659,6,5,17
Dwight,Kelly,37,377,3,5,17
Dwight,Kevin,12,91,1,5,17
Dwight,Meredith,12,75,1,5,17
Dwight,Oscar,10,71,1,5,17
Dwight,Phyllis,3,12,1,5,17
Dwight,Stanley,15,126,2,5,17
Jim,Kelly,36,354,3,5,17
Jim,Kevin,12,91,1,5,17
Jim,Meredith,12,75,1,5,17
Jim,Oscar,10,71,1,5,17
Jim,Phyllis,3,28,1,5,17
Jim,Stanley,16,177,2,5,17
Karen,Pam,4,19,1,5,17
Kelly,Kevin,10,68,1,5,17
Kelly,Meredith,10,52,1,5,17
Kelly,Oscar,8,48,1,5,17
Kelly,Phyllis,3,30,1,5,17
Kelly,Stanley,8,57,1,5,17
Kevin,Meredith,20,98,4,5,17
Kevin,Oscar,25,134,7,5,17
Kevin,Stanley,4,31,1,5,17
Man s05e17,Michael,12,259,1,5,17
Man s05e17,Pam,5,98,1,5,17
Man s05e17,Woman s05e17,2,16,1,5,17
Meredith,Oscar,16,66,4,5,17
Meredith,Stanley,4,15,1,5,17
Michael,Pam,70,816,7,5,17
Michael,Receptionist,10,87,1,5,17
Michael,Woman s05e17,12,259,1,5,17
Oscar,Stanley,2,11,1,5,17
Pam,Woman s05e17,5,98,1,5,17
Angela,Dwight,10,128,1,5,18
Angela,Kevin,7,140,1,5,18
Angela,Michael,16,216,1,5,18
Angela,Oscar,12,166,1,5,18
Blonde,Dwight,14,148,2,5,18
Blonde,Michael,4,20,1,5,18
Blood Drive Worker,Blood Girl,21,110,2,5,18
Blood Drive Worker,Dwight,3,12,1,5,18
Blood Drive Worker,Hank,3,16,1,5,18
Blood Drive Worker,Michael,30,220,3,5,18
Blood Drive Worker,Phyllis,2,20,1,5,18
Blood Drive Worker,Stanley,3,49,1,5,18
Blood Girl,Michael,38,230,2,5,18
Bob Vance,Jim,18,109,3,5,18
Bob Vance,Pam,16,117,3,5,18
