speaker1,speaker2,1,2,3,4,5,6,7,8,9
Gabe,Nellie,0,0,0,0,0,0,0,10,0
Gabe,Oscar,0,0,0,0,0,3,10,8,0
Gabe,Pam,0,0,0,0,0,7,19,5,0
Gabe,Phyllis,0,0,0,0,0,1,10,5,0
Gabe,Robert California,0,0,0,0,0,0,0,12,0
Gabe,Ryan,0,0,0,0,0,1,5,7,0
Gabe,Stanley,0,0,0,0,0,3,3,2,0
Gabe,Toby,0,0,0,0,0,1,11,7,0
Gabe,Todd Packer,0,0,0,0,0,0,2,3,0
Gabe,Val,0,0,0,0,0,0,0,3,0
Gabe,Walter,0,0,0,0,0,0,0,1,0
Grotti,Michael,0,0,0,0,0,8,0,0,0
Harry,Jim,0,0,0,0,0,0,0,6,0
Harry,Robert California,0,0,0,0,0,0,0,1,0
Harry,Toby,0,0,0,0,0,0,0,2,0
Helene,Isabel,0,0,0,0,0,1,0,0,0
Helene,Jim,0,0,0,0,0,9,0,0,0
Helene,Kelly,0,0,0,0,0,1,0,0,0
Helene,Kevin,0,0,0,0,0,1,0,0,0
Helene,Michael,0,0,0,0,0,14,0,0,0
Helene,Pam,0,0,0,0,0,13,0,0,0
Helene,Ryan,0,0,0,0,0,1,0,0,0
Holly,Jan,0,0,0,0,3,0,0,0,0
Holly,Jim,0,0,0,0,7,0,8,0,0
Holly,Kelly,0,0,0,0,2,0,7,0,0
Holly,Kevin,0,0,0,5,5,0,12,0,0
Holly,Meredith,0,0,0,1,4,0,1,0,0
Holly,Michael,0,0,0,11,49,0,48,0,0
Holly,Oscar,0,0,0,0,6,0,4,0,0
Holly,Pam,0,0,0,3,1,0,9,0,0
Holly,Phyllis,0,0,0,0,2,0,6,0,0
Holly,Ryan,0,0,0,0,3,0,3,0,0
Holly,Stanley,0,0,0,0,2,0,2,0,0
Holly,Toby,0,0,0,5,0,0,1,0,0
Holly,Todd Packer,0,0,0,0,0,0,2,0,0
Host,Jim,0,0,0,0,0,0,0,2,0
Host,Kelly,0,0,0,0,0,0,0,2,0
Host,Kevin,0,0,0,0,0,0,0,4,0
Host,Meredith,0,0,0,0,0,0,0,3,0
Host,Oscar,0,0,0,0,0,0,0,2,0
Host,Phyllis,0,0,0,0,0,0,0,2,0
Host,Ryan,0,0,0,0,0,0,0,2,0
Host,Stanley,0,0,0,0,0,0,0,2,0
Irene,Jim,0,0,0,0,0,0,0,1,0
Isabel,Michael,0,0,0,0,0,5,0,0,0
