speaker1,speaker2,line_count,scene_count,word_count
BABY'D,DAY-DAY,7,1,45
CRAIG,D'WANA,10,4,68
CRAIG,DAY-DAY,116,40,1197
CRAIG,DELIVERY GUY,13,4,154
CRAIG,KARLA,35,10,301
CRAIG,MISS HO KYM,12,5,144
CRAIG,MR. JONES,36,14,318
CRAIG,PINKY,8,2,101
CRAIG,ROACH,25,10,175
CRAIG,UNCLE ELROY,36,13,490
CUSTOMER #1,DAY-DAY,8,3,94
DAY-DAY,JOKER,12,5,112
DAY-DAY,ROACH,64,26,593
DAY-DAY,UNCLE ELROY,11,4,69
DEBO,EZAL,30,10,190
JOKER,KARLA,10,2,78
MR. JONES,UNCLE ELROY,22,8,254
SUGA,UNCLE ELROY,18,5,131
