speaker1,speaker2,line_count,scene_count,word_count
BOB,DAVE,74,27,511
BOB,REED,105,23,998
DAVE,DUANE,49,15,352
DAVE,ELLEN,115,41,894
DAVE,MURRAY,31,6,324
DAVE,NANCE,29,9,240
DAVE,REED,71,23,652
DAVE,SECRETARY OF COMMERCE,12,1,143
MITCHELL,REED,17,5,197
