speaker1,speaker2,line_count,scene_count,word_count
BEGBIE,MAN,8,2,49
BEGBIE,RENTON,24,10,334
BEGBIE,SICK BOY,17,4,120
BEGBIE,SPUD,9,3,120
DIANE,RENTON,68,10,587
GAIL,LIZZY,6,1,61
GAV,RENTON,7,2,110
LIZZY,TOMMY,7,2,75
MAN 1,RENTON,10,1,100
MAN 1,SPUD,7,2,226
MOTHER,SPUD,9,2,71
RENTON,SICK BOY,92,14,1287
RENTON,SPUD,16,2,124
RENTON,SWANNEY,33,5,290
RENTON,TOMMY,16,3,72
SICK BOY,TOMMY,12,3,142
SPUD,TOMMY,23,4,182
SPUD,WOMAN,6,1,170
