speaker1,speaker2,line_count,scene_count,word_count
BARNES,CHRIS,9,4,77
BARNES,ELIAS,14,6,286
BARNES,O'NEILL,15,4,257
BIG HAROLD,JUNIOR,13,4,179
BUNNY,JUNIOR,16,2,305
CHRIS,ELIAS,27,9,255
CHRIS,FRANCIS,10,4,109
CHRIS,KING,31,10,529
CHRIS,RHAH,27,11,334
CRAWFORD,KING,9,3,136
ELIAS,O'NEILL,7,2,133
ELIAS,WOLFE,9,3,155
KING,RHAH,19,9,210
LERNER,RHAH,10,5,297
RHAH,WOLFE,12,1,161
